ResourceID,geom,SITEID,SITENAME
bc4ad6f4-beff-4ebc-91c1-b34f0a41fa66,POINT (-82.763029423999967 30.331718507000062),HA00287,SOUTH PARK ENTRANCE
87f009c4-2005-4657-8c61-9095dc4d4fde,POINT (-82.766607656999952 30.332782721000058),HA00288,MUSEUM BUILDING
078828f1-bcd6-4c3b-bdf1-0172da750fac,POINT (-82.768568456999958 30.331838610000034),HA00289,CARILLON TOWER
823a386d-260a-4dc4-a7ff-eee250f3c870,POINT (-82.73777578399995 30.342817294000042),HA00331,OLD HOUSE
68d9d077-a450-44d9-8030-82dea4555b42,POINT (-82.76949714899996 30.329485786000077),HA00415,Log Cabin
cfc403d9-4344-4733-b736-696ce53c6da0,POINT (-82.767406249999965 30.332790008000075),HA00420,Nelly Bly Restaurant (BL137009)
cf8d1d28-4fcc-4dbe-a29f-01f9adffce27,POINT (-82.767475913999988 30.332952583000065),HA00421,Toilet Building (BL137008)
8936acbd-0af0-4178-b11f-99b802bad2d4,POINT (-82.763701223999988 30.331524119000051),HA00422,Marble Stage
fa026c88-0225-4bb7-9a75-4a1f03196bf5,POINT (-82.768109569999979 30.333555757000056),HA00423,Shop Building (BL137010)
65407346-d044-489d-a271-a6dca7f05b94,POINT (-82.765502439999977 30.335759802000041),HA00424,Nursery Building #1
3277210c-a15c-48e6-af7c-c4fc28d1683c,POINT (-82.765502443999935 30.336025513000038),HA00425,Nursery Building #2
bf9f97cc-957c-439e-a18e-261cebf49c7a,POINT (-82.76549642699996 30.335519972000043),HA00426,Nursery Pumphouse
86f08c73-6fc5-473c-aa57-c34a22070667,POINT (-82.765617985999938 30.330554085000074),HA00427,Scenic Overlook
a7195cf7-266d-476b-94fa-607f91ead6a7,POINT (-82.574180835999982 28.515701663000073),HE00026,SINCLAIR FILLING STATION
f140babe-63f3-428c-aba0-a1b271e4345e,POINT (-82.573517052999989 28.517158828000049),HE00391,WEEKI WACHEE SPRING MERMAID THEATER
496af1da-529c-433f-a2b8-8b54b1f05e44,POINT (-82.575134766999952 28.51693879100003),HE00649,Employee Cottage #1
1e6d5f12-2c8d-4a69-b658-0ed4e9ac5a13,POINT (-82.575274776999947 28.517038792000051),HE00650,Employee Cottage #2
9b1dc78a-a47c-4bc3-aa12-ac39619f322d,POINT (-82.575424787999964 28.517058792000057),HE00651,Employee Cottage #3
1e7949de-14c0-4d62-a8a2-44ad6310bf98,POINT (-82.575424787999964 28.517158792000032),HE00652,Employee Cottage #4
66718a50-fe71-4d0d-bba4-9a6584444842,POINT (-82.575344781999945 28.517348792000064),HE00653,Manager Cottage #1
c9b6ffeb-ac3e-4b56-9d66-07edc42c64f1,POINT (-82.574674775999938 28.517398789000026),HE00654,Manager Cottage #2
feddf65c-ab0c-4d03-95f0-7bfa33d462ba,POINT (-82.575794813999948 28.517608751000068),HE00655,Utility & Storage Building
53891dd2-8cc5-4bee-a715-6cf5d763022e,POINT (-82.575564797999959 28.517848750000041),HE00656,Prop Building
873a646f-df19-4a09-ae0f-13629e888f1e,POINT (-82.575794814999938 28.517088794000074),HE00657,Greenhouse
9638ce44-f180-4b28-a060-85a8832758ae,POINT (-82.573944766999944 28.516378829000075),HE00658,Adagio Statue
415bba11-f126-4559-a823-5df7e0649fa3,POINT (-82.573584740999991 28.516708785000048),HE00659,Mermaid Wall
7f4a8b8f-30aa-4a64-a06c-a1608f019f78,POINT (-81.530211889999975 27.478206897000064),HG00642,HERBARIUM
76bbaa49-bb6b-4364-92bd-94fd5a0a0c7f,POINT (-81.530921425999964 27.47798754300004),HG00643,GREENHOUSE
72e38cbb-19cd-41c6-8bab-7a949f689ac8,POINT (-81.531806466999967 27.478922103000059),HG00644,TRUCK SHED
3eed8a23-b5d4-4440-ab40-e2c1c7fbcc6b,POINT (-81.531310551999979 27.478592141000036),HG00645,PAINT AND TOOL HOUSE
8b0996e1-97ab-4a9d-8123-767592ad420d,POINT (-81.532134516999974 27.47853682300007),HG00646,LUMBER SHED
861b1479-8aa8-4a60-9874-3a99c2d0c741,POINT (-81.531470784999954 27.474419026000078),HG00647,LATRINE 1
13a96857-994f-4cb4-956c-3ffc1940097d,POINT (-81.531531819999941 27.474035677000074),HG00648,LATRINE 2
fd76d7aa-edf7-437f-b75f-269321832ec4,POINT (-81.533179797999935 27.470465277000073),HG00649,CONCESSIONS
629e216d-bff3-403b-8c79-9058e50ab558,POINT (-81.53218796699997 27.470575874000076),HG00650,INTERPRETIVE CENTER
7a5cb92d-45e2-4ffe-83d4-6030d2f85d94,POINT (-81.533454454999969 27.469422010000073),HG00651,PICNIC SHELTER 1
0510815b-75c7-4c3e-a579-59e67e6621f1,POINT (-81.53317980099996 27.469202652000035),HG00652,PICNIC SHELTER 2
9f00a4dc-83ac-4039-b270-e77166e1fd7d,POINT (-81.532905145999962 27.468928013000038),HG00653,PICNIC SHELTER 3
31363584-5ea6-46bb-862b-c149b4b11326,POINT (-81.531196095999974 27.469477278000056),HG00654,PUMPHOUSE
db17ff34-fd90-43d3-9706-9c9c5d552c51,POINT (-81.560959130999947 27.47041009700007),HG00655,RANGER'S RESIDENCE 1
7a033037-a621-409d-8485-324c3c03008c,POINT (-81.561348257999953 27.470246063000047),HG00656,GARAGE
af4c3a46-625c-41d2-a5d7-0e330ef0070e,POINT (-81.560852340999986 27.471344652000028),HG00657,RANGER'S RESIDENCE 2
10c3c60d-1451-4b6f-a619-efd0f12b74b2,POINT (-81.561401651999972 27.470850703000053),HG00658,RANGER'S RESIDENCE 3
216fba1a-5b00-4f71-80c6-13796f31d94a,POINT (-81.561508481999965 27.471893972000032),HG00659,RANGER'S RESIDENCE 4
942e5238-5f69-4e20-9a24-4edff694cbb7,POINT (-81.561180389999947 27.472058006000054),HG00660,VEHICLE/STORAGE SHED
26bbd818-5f2e-41c7-9d7d-785db3723dc5,POINT (-81.561073557999975 27.472058005000065),HG00661,LUMBER SHED
b218a540-5e3b-491d-8522-74872f58cc96,POINT (-81.518950619999941 27.472113068000056),HG00662,FIRE TOWER
2a31051c-8da3-4798-90e3-38c6c24fc11b,POINT (-81.530646769999976 27.478866774000039),HG00663,ASSISTANT MANAGER'S RESIDENCE
cd2f13ae-cf4e-45d2-a24f-819a2496970d,POINT (-81.519889055999954 27.472277109000061),HG00664,RANGER'S RESIDENCE 5
1d2cf0bc-86a2-4371-b164-092396f6f8ee,POINT (-81.518279316999951 27.412800741000069),HG00869,SILVER FOX RANCH
425134c0-2f6f-4cae-a638-34936324e0f2,POINT (-82.760690871999941 27.600782032000041),HI00117A,EGMONT KEY LIGHTHOUSE
2a483f1f-69de-4154-af64-5421238c7b70,POINT (-82.438626871999986 27.961825111000053),HI00949,FERLITA BAKERY
e9c7d479-087f-437d-9d4d-a7a0d5267119,POINT (-82.439101359999938 27.962018187000069),HI02206,FORMER 1911 E 11TH AVE HOUSE
8603def5-dcd3-4087-b053-c5b3fc40a940,POINT (-82.439083818999961 27.96187313300004),HI02207,FORMER 1805 N 23RD ST HOUSE
755780ef-b775-468c-b4a7-eca0fe7b76c2,POINT (-82.438946242999975 27.962102938000044),HI02208,2011 NORTH 18TH ST
f2f030a8-7aee-48e5-9beb-f3c05f99e70d,POINT (-82.226183886999934 28.143909947000054),HI03890,FIRE TOWER
db0cbdeb-118a-4187-b1f6-a7a4f96f5fdf,POINT (-82.226138081999977 28.144201747000068),HI03891,MAINTENANCE SHED 1
9f801e42-d5e7-49b2-a890-ec83c80acc10,POINT (-82.225764230999971 28.144453508000026),HI03892,MAINTENANCE SHED 2
5eb0820c-2f48-42d4-be86-a159af547185,POINT (-82.22539038299999 28.144535529000052),HI03893,RANGER'S RESIDENCE
22567c5c-25ac-48ff-831b-5f7e9c404d80,POINT (-82.224635041999989 28.144955104000076),HI03894,INTERPRETIVE CENTER
cc44a9c6-9cc5-4feb-94d9-63591db4d9f2,POINT (-82.22589378899994 28.150430769000025),HI03895,TRAILSIDE SHELTER
25a79ff2-b034-4eb7-a679-59b410eca3cc,POINT (-82.233790422999959 28.148590176000027),HI03896,PICNIC SHELTER 1
8acbd216-7093-4b00-bf2d-05fdd932b6b6,POINT (-82.234004091999964 28.148340349000023),HI03897,CYPRESS PICNIC PAVILION
1c95d59c-4504-41ec-a341-3d9ecb221bc8,POINT (-82.23320296299994 28.148424263000038),HI03898,FAMILY PICNIC SHELTER
ac0b6e09-0c7d-48a4-ae1c-494daf169356,POINT (-82.234293989999969 28.148088588000064),HI03900,PICNIC SHELTER 2
c839198b-38cd-4e82-82ea-616cc040da89,POINT (-82.235125619999963 28.148632133000035),HI03901,RENTAL SHED AND RETAINING WALL
5fe78549-9808-49c1-826c-2134a19d225f,POINT (-82.234797536999963 28.148340338000025),HI03902,STORAGE SHED
a3b04cbb-0a73-43c5-a40f-70f82fca41ae,POINT (-82.236300553999968 28.148466197000062),HI03903,PICNIC SHELTER 3
be9f6459-6429-496a-85fc-2b7f8b91291e,POINT (-82.236590495999963 28.148172464000027),HI03904,PICNIC SHELTER 4
5210a4cd-f86b-4684-a1bf-1d5726885779,POINT (-82.234042268999985 28.145916260000035),HI03905,RANGER'S RESIDENCE
5cc7b4c4-794d-4f82-aa58-395e253bc16d,POINT (-82.236804177999943 28.14574837300006),HI03906,PICNIC SHELTER 5
0e2e2df8-f2a5-4caf-abd3-135f14ba3bdb,POINT (-82.238391139999976 28.146249934000025),HI03907,LATRINE
252ee293-6d26-46e2-b828-83719695b3f9,POINT (-82.239856025999984 28.145372588000043),HI03908,ENCLOSED PICNIC PAVILION
7f3cbc21-f656-4914-bee6-2e55137ac887,POINT (-82.239797124999939 28.144552906000058),HI13610,Area #1 Restroom(Campground)
995ce60a-7c6a-40da-b239-44c44397351c,POINT (-80.527237039999989 27.780248411000059),IR00991,PANCOAST - MOAK RANCH OFFICE
91d2427c-eb11-4001-8a5f-24e5a14f9f37,POINT (-80.52608880799994 27.780520644000035),IR01207,CIRCLE F SHOP
da8338b8-8f42-448c-9afb-efbc45f06721,POINT (-85.224878888999967 30.81195335600006),JA01067,PUMPHOUSE
2a0fc9c5-6d6a-4393-9d8c-d749def8f8ae,POINT (-85.226328505999959 30.811673019000068),JA01068,FLORIDA CAVERNS VISITOR'S CENTER
41bca8c2-05fa-4184-ad68-d6e882185657,POINT (-85.226282760999936 30.812374914000031),JA01069,MAIN CAVERN ENTRANCE
49e1dfb7-9538-43f7-bbbc-48b50aeb0ec5,POINT (-85.226282760999936 30.81232723100004),JA01070,MAIN CAVERN
c3196700-4f92-49d9-b192-0ddb67f0fd24,POINT (-85.226282760999936 30.81232723100004),JA01071,SIDE ENTRANCE TO CAVERN
e91c0ef2-66ab-4454-a4fd-88c6667c8da7,POINT (-85.226236963999952 30.81232723100004),JA01072,EXIT FROM CAVERN
3ea2aa27-5f19-4521-9186-7ab61c86ae3a,POINT (-85.243884093999952 30.815390414000035),JA01074,PARK MANAGER'S RESIDENCE
449baf73-6421-497a-87e7-b1976517ed15,POINT (-85.243975647999946 30.81562500800004),JA01075,GARAGE
628ba3b3-c1a4-4b54-a6cb-b3d6367e18a6,POINT (-85.24412063799997 30.81585767200005),JA01076,RANGER'S RESIDENCE 1
d1ef67eb-7efb-441e-94ca-e57e1b9947a2,POINT (-85.243136410999966 30.815718438000033),JA01077,RANGER'S RESIDENCE 2
112c7e08-45c9-4287-a34a-151abf5cb692,POINT (-85.242953302999979 30.815249248000043),JA01078,RANGER'S RESIDENCE 3
eb5fa352-aa3e-4816-a4d5-43226f55dcb7,POINT (-85.242625215999965 30.815436157000079),JA01079,STORAGE BUILDING
d7ac4235-6a12-4b0b-8ec3-7b3e22cd23b4,POINT (-85.242851467999969 30.816582091000043),JA01080,PUMPHOUSE AT HATCHERY
d6f4133c-8836-4306-a71e-77f55fbec2f9,POINT (-85.229670293999959 30.817259443000069),JA01081,ENTRANCE TO INDIAN CAVE
10ede953-4f15-4aef-81e8-abd70816237c,POINT (-81.707595210999955 28.420834393000064),LA02129,HOUSE ON KEENE LAKE
6936e9e8-00e6-439d-ab8b-4f260d775805,POINT (-84.262011767999979 30.531123043000036),LE01946B,NEAR DOCK HOUSE
7fa8c67f-1c8b-42db-985c-fab200210335,POINT (-84.254107371999964 30.527464876000067),LE01947B,CEDAR SHAKE HOUSE
eb456b13-5153-46f6-91a4-e675fa6119ec,POINT (-84.256485055999974 30.524232673000029),LE04304,ALFRED B. MACLAY HOUSE
b43fa690-8ee1-4f0c-af5b-1c0b0fb741ca,POINT (-84.256561672999965 30.524436926000078),LE04305,GUEST HOUSE #1
d557e3ca-de30-40ee-a206-2393374787b5,POINT (-84.256204220999962 30.524717751000026),LE04306,GUEST HOUSE #2
b165c47d-ac68-4a18-9ce1-8c812e66841f,POINT (-84.259782120999944 30.524729864000051),LE04307,SERVANTS' QUARTERS
fe23f7e9-15ae-465a-aeb7-99828c6a52eb,POINT (-84.256995701999983 30.524436922000064),LE04308,PUMP HOUSE
d479e125-8a0b-4e65-ab08-96425ca54a9c,POINT (-84.257276538999974 30.524207128000057),LE04309,LAUNDRY HOUSE
aa66ec4b-e8c8-493c-a55c-891fd006c737,POINT (-84.257701034999968 30.523774410000044),LE04310,GARAGE
70bc3b92-cdec-42aa-baae-6055f3b6abe9,POINT (-84.257399980999935 30.523955061000038),LE04311,STABLES
16bcbcb1-0b50-4435-8f2f-26c51367908f,POINT (-84.257436115999951 30.523437237000053),LE04312,GARDENER'S/CARETAKER'S COTTAGE
000a238a-6373-476c-b1ba-c84956bacc0c,POINT (-84.152598694999938 30.284992655000053),LE05730,Natural Bridge Battlefield Monument
c0d13f40-86f9-4a14-926e-92e09c447c19,POINT (-82.996455694999952 30.005622669000047),LF00092,Old Log Cabin Visitor Center
64713bcc-2e8f-4a57-b1f3-a93095d7e268,POINT (-84.948928012999943 30.576879223000049),LI00014,GREGORY HOUSE/TORREYA STATE PARK
46bc6b7f-8194-4c6b-a482-99887f154352,POINT (-84.950911485999939 30.569612368000037),LI00335,BARRACKS
58c1798f-2e08-4842-81eb-77e5b896d8ab,POINT (-84.946997547999956 30.568910430000074),LI00336,SHOP
3ce42199-f805-4a09-8821-66606d52c806,POINT (-84.942563587999985 30.571537300000045),LI00337,CATTLE GAP
c23fbd2d-42f9-4165-be0f-9da53f263012,POINT (-82.014236277999942 26.45297309700004),LL00097A,SANIBEL LIGHTHOUSE
9baed29e-972a-42cc-97f2-aecd80c3d2cf,POINT (-82.26072280599999 26.717247803000078),LL00637A,BOCA GRANDE LIGHTHOUSE
53b7932b-775f-489e-81c8-2ff6b4c555ce,POINT (-82.260829594999962 26.717247803000078),LL00637B,LIGHTHOUSE KEEPER'S HOUSE
5f3819a5-5268-49b0-8563-66037c536b3e,POINT (-82.261623076999967 26.718067937000058),LL00968,AMORY CHAPEL
30f5e740-b35a-4f4f-8dc9-9395184c408f,POINT (-82.261623081999971 26.717408018000071),LL00970,S END OF THE ISLAND
35d95f49-ea14-4e79-ae22-73f8bf31fe07,POINT (-82.159402173999979 26.704647925000074),LL00979,SHADY NOOK
8a8e022c-64a6-416e-9400-ad987f7938f4,POINT (-81.815286843999957 26.440642019000052),LL01098,BOOMER HOUSE
42ad80de-2975-4f53-8346-0ff30ba1cae4,POINT (-82.159425092999982 26.704819557000064),LL01852,SHADY NOOK
a1bc3807-7b21-4510-a39a-c0c0a6970b7f,POINT (-82.159470846999966 26.704819557000064),LL01853,SHADY NOOK
41022337-20d8-445c-9b06-b5f2f156c6c9,POINT (-82.159493722999969 26.704924451000068),LL01854,SHADY NOOK
11cef16f-60a3-4dd9-b747-3d51ecd39ed2,POINT (-82.159364014999937 26.704840544000035),LL01855,SHADY NOOK
d7632270-b0e1-4875-98ff-f41996d0d83e,POINT (-82.159554757999956 26.704861532000052),LL01856,SHADY NOOK
cf605d70-6ccf-4445-9439-28934f5b5b50,POINT (-82.159493721999979 26.70501028800004),LL01857,SHADY NOOK
0ee6ee00-fce8-475f-ab15-b2781f54bdf8,POINT (-82.159425090999946 26.704989300000022),LL01858,SHADY NOOK
fbe4216d-6bf9-4521-a137-e61bbe34c3e1,POINT (-82.159386934999986 26.704882518000034),LL01859,SHADY NOOK
bcb5d932-e589-40bd-a812-017a076ab145,POINT (-82.26205788599998 26.726578175000043),LL01861,"WILLIAMS, FRED HOUSE"
76c5eb0a-01b6-4a5f-9df6-9aad8913731b,POINT (-81.811578899999972 26.435353109000062),LL01917,20950 S. TAMIAMI TRAIL
195cbc3e-9e72-4789-8394-f0315a8d88d1,POINT (-82.263507387999937 26.741931769000075),LL02046,Boca Grande Rear Range Light
0bfe4f9e-8aff-4c44-8896-0a70338f03c6,POINT (-81.812931352999954 26.43607316300006),LL02577,Koreshan Boat House
c95321d8-a464-4803-b451-b5cbb2003795,POINT (-83.065353013999982 29.096500609000032),LV00121,SEAHORSE KEY LIGHTHOUSE
6cea2e8f-7c95-4a07-aeef-f3a2ac029911,POINT (-82.859342735999974 29.476846003000048),LV00541,CHIEFLAND RAILROAD DEPOT
e28c1017-7f46-464a-afa9-34c7f6d1b3ce,POINT (-82.939757383999961 29.585797269000068),LV00625,Cabin
50e84e76-16ba-41fe-9da7-de93a954aee6,POINT (-83.048137689999976 29.150610205000078),LV00831,Cedar Key Museum
dbe837c0-ffb4-4d5b-8335-bb5838452de3,POINT (-82.977546821999965 29.489129818000038),LV00896,Concession/Bath Building #053003
856c6c5d-bb3c-4d7f-bb86-ae54eff44bb5,POINT (-82.965345469999988 29.496730220000074),LV00897,Assistant Manager Residence Bldg. #53007
ca1e131a-d25e-4133-8c19-87ce338d10c5,POINT (-82.526345809999953 27.522966085000064),MA00100,"BENJAMIN, JUDAH P., MEMORIAL"
3c5935d8-9bf6-4d86-8a0a-0fe71845eeed,POINT (-82.525721893999958 27.522311172000059),MA02023,Patten House
e987a9fe-b815-436f-b993-cf0ff962e41e,POINT (-81.810280262999981 24.54766692000004),MO00206,FORT ZACHARY TAYLOR
42223fb8-fbd5-4f80-b32a-ddb105e0e8d8,POINT (-81.800528763999978 24.550423962000025),MO00214B,"KEY WEST LIGHTHOUSE, BUILDING"
ebac3529-4851-4ec5-a4c8-5e0475fd0fb7,POINT (-81.878258702999972 24.453632564000031),MO00221,SAND KEY LIGHTHOUSE
f2e0cffe-1c36-4733-b5dd-dbbc69dc631d,POINT (-82.872351146999961 24.628181049000034),MO00229A,FORT JEFFERSON/GARDEN KEY LIGHTHOUSE
00a3f596-7202-4846-ac21-dfac1348afcf,POINT (-82.920760636999944 24.634019309000053),MO00247,LOGGERHEAD KEY HISTORIC LIGHTHOUSE
8a965f71-87a5-49c9-aeb1-79f9808e34e5,POINT (-80.618650428999956 24.851742823000052),MO01259,ALLIGATOR REEF LIGHTHOUSE
7660d6ba-c26c-4c9b-b3bc-e0570092e261,POINT (-81.519341916999963 24.526836808000041),MO01295,AMERICAN SHOALS LIGHTHOUSE
cde97bc6-8053-419d-9079-0bb6a2b33ac6,POINT (-81.120006707999949 24.707614399000079),MO01483,KNIGHT KEY BATHROOM AND SCENIC OVERLOOK
af65f9fd-02b0-4a6f-91dc-283e0147d236,POINT (-80.939625281999952 24.771351153000069),MO01938,Ferry House
5f29f7ae-8b54-4399-91c9-814fc92818c8,POINT (-80.21080582899998 25.222081014000025),MO01980,CARYSFORT LIGHTHOUSE
22ef9766-26af-43f7-9beb-c4bca3bcd286,POINT (-80.459752402999982 25.077178883000045),MO02076,ROCK GARDEN LODGE-CHINESE RESTAURAN
f80e1ee5-7be3-4328-87ab-b889b7fb2e8f,POINT (-80.44960789299995 25.08612344200003),MO02084,OLD POST OFFICE ?
b717a411-e5a5-4d3e-b413-b9bcfa18e0a2,POINT (-81.111588114999961 24.627804616000049),MO02153,Sombrero Key Light
b4238dfd-c722-4274-91b5-c7eba92b4d5c,POINT (-81.751524890999974 24.567729201000077),MO02170,RADIO CONTROL STATION GATE
3cfdef8e-3024-4ad1-8606-6382bec7f223,POINT (-81.105296719999956 24.711599916000068),MO02330,Faro Blanco Lighthouse
ca941974-475b-49a5-9ecd-de5061016d27,POINT (-81.757521639999936 24.552099046000023),MO02699,SEAWALL
e43c8d3c-2154-4546-a34f-177dffc3260a,POINT (-80.302105754999957 25.276075264000042),MO03344,HM40 Control Area Battery Building
ec6ff472-6d11-4747-b6c0-692a390c0d5c,POINT (-80.303812702999949 25.276707421000026),MO03345,HM40 Control Area Generator Building
a8a2f8b7-f57e-4dba-8993-b9ca1d2a24d7,POINT (-80.303638826999986 25.276833860000067),MO03346,HM40 Control Area Radar Control Facility
10422b2c-90f1-4dbe-856b-ced0aafa4f17,POINT (-80.303796864999981 25.276359736000074),MO03347,HM40 Control Area Maintenance Shop
06752ebd-8d64-4360-bf16-df7872e3ced6,POINT (-80.301615761999983 25.276249126000039),MO03348,HM40 Control Area Guardhouse
f313c844-bc39-4273-8c65-ea13dc8e2192,POINT (-80.302579909999963 25.27617011600006),MO03349,HM40 Control Area Pump House
384d26a5-0f02-4167-a90e-03d915f4d2ed,POINT (-80.30276953799995 25.276075266000078),MO03350,HM40 Control Area Paint & Oil Storage
0ef8fcc4-3b35-42af-b6e4-1908abe6ccdd,POINT (-80.303625821999958 25.276587591000066),MO03351,HM40 Control Area Radar Tower 1
90839c12-c01f-48cb-a16f-ae94eaa56e56,POINT (-80.30358255799996 25.276433169000029),MO03352,HM40 Control Area Radar Tower 2
20103a7d-578d-4c9c-8dc7-eb61c4ed96ce,POINT (-80.303446668999982 25.276149047000047),MO03353,HM40 Control Area Radar Tower 3
a398c7f6-ef36-43a2-9fdd-a6dc648a0e86,POINT (-80.303292235999947 25.276346730000057),MO03354,HM40 Control Area Radar Tower 4
6b0e6abb-4a18-4f20-9c58-75e7b7fa4971,POINT (-80.303496114999973 25.275883465000049),MO03355,HM40 Control Area Wastewater Treatment
43ebc476-5e26-428a-905f-36419b29e935,POINT (-80.303020457999935 25.275902004000045),MO03356,HM40 Control Area Recreation Court
64a9adcb-a898-4949-aa0f-5eeff0bf9bc4,POINT (-80.302365687999952 25.276383765000048),MO03357,HM40 Control Area Helicopter Pad
2bdf4ce5-d773-4bf6-859b-4c9b590c9b98,POINT (-80.695750231999966 24.902858651000031),MO03447,"MATHESON, WILLIAM JOHN HOUSE"
7d14a372-02ff-4a43-b779-3c8ed06aeb89,POINT (-81.113415977999978 24.708233194000059),MO03460,MARINE POWER SYSTEMS
68db1317-047c-4b40-93eb-c24ee4755509,POINT (-81.110669342999984 24.708486884000024),MO03462,VACA KEY MARINA
8a140e14-6155-4bd5-9054-c68227cd4584,POINT (-81.108761950999963 24.708538384000065),MO03463,1600 US 1
c750779b-301b-4c46-8d78-efea3b36dfd7,POINT (-81.107922706999943 24.708639457000061),MO03464,1622 US 1
dc1d447c-4a16-4c91-a328-3e5a55e43d4c,POINT (-81.102360720999968 24.709198296000068),MO03465,2046 US 1
67d29628-c9aa-4c87-9eaa-73486f0e41d5,POINT (-81.095875596999974 24.711105561000068),MO03467,3200 US 1
01bd597d-8878-4a2d-8b5e-ab568b37de76,POINT (-81.092419388999986 24.711841744000026),MO03469,STUFFED PIG RESTAURANT
79fd2f0b-f06b-48d5-bc4c-2c52c503fda2,POINT (-81.091709855999966 24.712070630000028),MO03470,OVERSEAS LOUNGE AND LIQUOR STORE
2f35ff62-cc91-462e-8016-80f345317dd8,POINT (-81.090893489999985 24.712248013000078),MO03472,THE ROUND HOUSE
91333d6d-3dfb-4814-8395-4097c22c5eb1,POINT (-80.45150997099995 25.084527809000065),MO03660,SEA TRAIL MOTEL
6747f0e6-d7d5-465c-a625-d9693ea3522e,POINT (-80.443404328999975 25.091500093000036),MO03663,"99314 OVERSEAS HIGHWAY, KEY LARGO"
06fa9076-2b8e-47d2-b95a-f6ab12a77f77,POINT (-80.403494205999948 25.13342027300007),MO03698,"17 TRANSYLVANIA AVENUE, KEY LARGO"
286b3fe3-4bcc-47ad-8dd2-7c73d21aa393,POINT (-80.401750844999981 25.133397347000027),MO03699,"35 TRANSYLVANIA AVENUE, KEY LARGO"
f9d4acab-571e-4bb9-9f4f-a7c38ee93610,POINT (-80.40154559299998 25.133399663000034),MO03700,"39 TRANSYLVANIA AVENUE, KEY LARGO"
da75d313-c750-4bb9-b446-3334e1e9520c,POINT (-80.547981341999957 24.981741104000037),MO04154,88970 Overseas Highway
1df05e85-a67f-47d4-aeeb-f2c3e4b45cf0,POINT (-80.547697207999988 24.982082653000077),MO04157,Paradise Shipping Depot
52f8b161-389d-4184-b23f-92f9b6a2b5e5,POINT (-80.548573605999934 24.981145647000062),MO04158,88900 Overseas Highway
261df917-7cfb-4cc7-a074-cb456dbc3bfa,POINT (-80.55660678299995 24.972164640000074),MO04177,88110 Overseas Highway
fda8333f-e513-47d8-94ce-4e1ac2c48fd6,POINT (-80.556859070999963 24.971913092000023),MO04178,88100 Overseas Highway
870790e3-8e66-4dc3-b897-7711e5db8f91,POINT (-80.558001965999949 24.970651876000034),MO04180,87951 Overseas Highway
0592e6ba-5f62-44f4-aa07-705c651e8d6e,POINT (-80.559076144999949 24.969509802000061),MO04187,87760 Overseas Highway
75b17644-c622-4a22-beb5-c73e4becf762,POINT (-80.560794993999934 24.967591969000068),MO04193,Coconut Lane at Overseas Highway
c1694352-e4cd-4b3d-9f3a-d2ff585f77a4,POINT (-80.631788096999969 24.921302519000051),MO04283,82150 Overseas Highway
a449a818-e0d0-48b0-8d67-d3513bb85d78,POINT (-80.631562931999952 24.921496255000022),MO04284,82160 Overseas Highway
a8da6ad8-42e4-4b83-b168-f40e315bed56,POINT (-80.630560678999984 24.922389827000075),MO04285,81984 Overseas Highway
089c010d-f265-4b20-8855-0ffdb592b2db,POINT (-80.629803162999963 24.923030864000054),MO04286,82200 Overseas Highway
1ea275c6-33e0-4f13-b451-b21a541f7f5b,POINT (-80.624029360999941 24.928019372000051),MO04319,82758 Overseas Highway
46b43125-3d3b-49f4-8427-c74b15f08ae6,POINT (-80.625420607999956 24.926785668000036),MO04320,82698 Old State Road
a68a97d2-bdbe-4e4b-ba32-c1b761432d4f,POINT (-80.625967080999942 24.926303431000065),MO04321,82616 Overseas Highway
4a68937b-6b73-45ae-bbda-ce5a30266c2d,POINT (-80.627084833999959 24.925362863000032),MO04325,82250 Overseas Highway
ac3c893a-2d17-412e-93d8-d4fe8cb89e78,POINT (-80.627723372999981 24.924807878000024),MO04326,82240 Overseas Highway
78a2fd35-7a9d-4787-ab1c-f94d54123210,POINT (-80.628280789999963 24.924309161000053),MO04328,82226 Overseas Highway
1781171b-cd50-4622-98c8-c71f4aebb736,POINT (-80.628625489999934 24.92400589600004),MO04329,82216 Overseas Highway
fc1a104e-01f4-44a4-bca7-3c817492f5d9,POINT (-80.634526726999979 24.918892408000033),MO04368,81800 Overseas Highway
2bfad47f-eda9-4992-baf0-bba613ada189,POINT (-80.635498377999966 24.918077679000078),MO04369,81868 Overseas Highway
36ced9bd-7972-487d-af1f-00f9d15b015e,POINT (-80.636272933999976 24.917319860000077),MO04370,81850 Overseas Highway
695dc5c1-752a-41b2-8286-49ca0c43922b,POINT (-80.636711846999958 24.917025780000074),MO04371,81650 Overseas Highway
3c27fa23-cdb8-447b-9f09-eb56b62e1aef,POINT (-80.637606024999968 24.916204698000058),MO04374,81620 Overseas Highway
f94905a2-0e7e-4396-b181-96e181b16853,POINT (-80.704965535999975 24.871324460000039),MO04450,76290 Overseas Highway
c5929f0d-44b9-4dd7-a2a9-560d86c3dd24,POINT (-80.705851864999943 24.870566986000028),MO04452,76200 Overseas Highway
ba315be3-fe8b-4b9e-9fed-6f7bc802bfff,POINT (-80.707061220999947 24.869475217000058),MO04453,76180 Overseas Highway
346dee96-b4e4-471e-b702-e4aeefafa4b1,POINT (-80.707797281999945 24.868816499000047),MO04454,76010 Overseas Highway
