blank,blank,Prehistoric pottery,70863b3d-8141-461a-b73b-9bde1a394db3
blank,blank,Lithics,5e29d361-9970-4387-8823-71be4159518f
blank,blank,Shell tool,d2ebdc0f-7ced-49b3-a08d-a4e96cbbdda5
blank,blank,Historic ceramics,68418e62-44a1-4d4c-b27b-89cce4e8a667
blank,blank,Glass,3cc0e3b0-4b85-461e-94be-ee0447afa564
blank,blank,Architectural,4bac0b65-42b9-4d06-adb2-b852099430f0
blank,blank,Other (describe below),7afcfebc-4e36-4d16-babd-c2a110021c67
