2345,blank,Good = Stable,67fe662f-2922-49c6-b1a7-6a3ce9e3e742
2346,blank,Fair = Declining,6470753d-c504-4d1e-8082-084339b9587f
2346,blank,Poor = Unstable,de5548af-fbaf-4c26-9a8c-65046de58891
