4085,Yes,Yes,YES,4084,1,0,0,1,1,6cb72e46-1fdc-41d4-a9c5-4eddcd458db8
4086,No,No,NO,4084,2,0,0,1,1,83d068ed-bddf-459d-b21e-173a5bc1d220
