3065,Molded concrete block,Concrete block-mold,COBM,3021,44,0,0,1,1,d2905799-525e-426f-b745-9ea31cf1f302
3066,Narrow routed siding,Narrow routed siding,SDNR,3021,45,0,0,1,1,ed7fc137-3ba7-4128-8c7a-5f9fb66a9891
3067,Novelty siding,Drop siding,SDDR,3021,46,0,0,1,0,d4876565-f734-4bd1-a626-3bd9eb1a5db6
3068,Pebble dash,"Pebble dash / Artbrick, artstone",PEDA,3021,47,0,0,1,0,62f9cf51-ba74-497c-9302-9a146f2277d7
3069,Pigmented structural glass,Pigmented structural glass,GLPS,3021,48,0,0,1,1,e17f9149-4735-48e9-822c-e7e2bd59ec9b
3070,Plank-horizontal,Horizontal plank,PLHO,3021,49,0,0,1,0,6baa1555-72f3-4cd7-996d-1a0350ce07bd
3071,Plank-vertical,Vertical plank,PLVE,3021,50,0,0,1,0,b4907d61-e3e7-4ef6-8324-f859290faee8
3072,Plastic,Plastic,PLAS,3021,51,0,0,1,1,f0a0cfea-fbad-475d-b208-5c2ee49a85d0
3073,Poured concrete,Concrete-poured,COPO,3021,52,0,0,1,0,971ff4f3-e367-4ed9-9e8e-f52cf70b9bdf
3074,Poured tabby,Poured tabby,TABP,3021,53,0,0,1,1,6bbc3b94-498c-4348-9582-74d7080e8e31
3075,Pre-cast concrete,Concrete-pre-cast,COPC,3021,54,0,0,1,0,ec4ed748-915a-4670-9d1c-a9017db6d079
3076,Pressed metal,Pressed metal,PRME,3021,55,0,0,1,1,0da83fa1-834e-414d-bc5a-5a0e49c7f557
3077,Pressed stone,Concrete block-mold,COBM,3021,56,0,0,1,0,e8f17500-8b2f-47ed-b530-f34dbe6c44df
3078,Rolled asphalt,Rolled asphalt/Composition Roll,ROAS,3021,57,0,0,1,0,a42a021c-e395-42f5-abdf-e0a5a7a7e142
3079,Round log,Round log,LGRO,3021,58,0,0,1,1,64550f14-3bb5-4bf7-b079-949d2a572d5a
3080,Shingles-asbestos,Asbestos shingles or siding,SHAS,3021,59,0,0,1,1,3e4721e9-2093-4320-b02f-74fff91705b9
3081,Shingles-wood,Wood shingles,SHWD,3021,60,0,0,1,0,053ac490-0f22-4262-bfec-f2fd87c7e660
3082,Shiplap,Shiplap,SHIP,3021,61,0,0,1,1,cfe20e72-0ff6-411e-bc15-46c8c816f5d5
3083,Siding-drop,Drop siding,SDDR,3021,62,0,0,1,0,0f92ad0b-2d7b-46d6-aa07-db0b40349ef8
3084,Siding-narrow routed,Narrow routed siding,SDNR,3021,63,0,0,1,0,1e01c53b-4d15-443d-a025-e9d4f7eab16c
3085,Siding-novelty,Drop siding,SDDR,3021,64,0,0,1,0,8797659b-1483-4258-ba1c-18bdca414a26
3086,Split log,Split log,LGSP,3021,65,0,0,1,1,b6442ef3-55cd-41b8-aa1d-3debb041fd2a
3087,Steel,Steel,STEE,3021,66,0,0,1,1,0769b053-e99f-4428-b441-65cc9c9da151
3088,Stone,Stone,STON,3021,67,0,0,1,1,a4185775-a24b-4f2e-80f2-ab61fb256569
3089,Structural glass-pigmented,Pigmented structural glass,GLPS,3021,68,0,0,1,0,bc956a82-fe39-43d5-a336-a78ddf5d2b42
3090,Stucco,Stucco,STUC,3021,69,0,0,1,1,0eb14289-3f1a-4d24-807e-38cd7b4cc17d
3091,Tabby brick,Tabby brick,TABB,3021,70,0,0,1,1,3f9b9e7d-b824-442e-97f2-1a4602bc41f0
3092,Tabby-poured,Poured tabby,TABP,3021,71,0,0,1,0,32bfb1d5-4a97-4977-9924-09e7e6b34efa
3093,Terra cotta,Terra cotta,TECO,3021,72,0,0,1,1,b87cdcce-261a-4954-af20-5b667ea36679
3094,Vertical plank,Vertical plank,PLVE,3021,73,0,0,1,1,a9f95a32-e236-47bd-9f67-df9438723eca
3095,Vinyl,Vinyl,VINY,3021,74,0,0,1,1,2dfa75f0-c2bf-4b3a-888b-2fbe90197f0b
3096,Weatherboard,"Weatherboard, Clapboard",WTBD,3021,75,0,0,1,1,82cd1f80-189c-4b94-b47c-861cb30130b0
3097,Weatherboard-beaded,"Weatherboard, Clapboard",WTBD,3021,76,0,0,1,0,689530ee-7f55-4bb6-85a6-501a6f8535c8
3098,Window wall,Window wall,WINW,3021,77,0,0,1,1,e50fccab-6eb2-442c-bfdb-a832b78da484
3099,Wood shingles,Wood shingles,SHWD,3021,78,0,0,1,1,2ce5b3fe-a050-49d9-b62e-ce5ae54fdc85
3100,Wood siding,Wood siding,SDW ,3021,79,0,0,1,1,5387c18f-9293-469c-afdb-cf63a45b22db
3101,Wood/Plywood,Wood/plywood,WOOD,3021,80,0,0,1,1,c3b9eadf-75e8-4434-95ee-fc909ae6b116
3102,Other,Other,OTHR,3021,81,0,0,1,1,549e5603-4e26-4d0c-be56-198823853685
3103,Unknown,Unknown,UNKN,3021,82,0,0,1,1,eb97a318-f6c6-4bdb-b0e8-e9b8b1068d87
3104,Shingles-unspecified,"Shingles, asphalt (or unspecified)",SHIN,3021,83,0,0,1,0,f3338a24-b8ed-4c68-8d60-a3cabb7844aa
3105,Tar paper,Tar paper,TARP,3021,84,0,0,1,1,549e73b3-ad3a-46e6-b918-40a6954674cf
3106,Not applicable,Not applicable,NA  ,3021,85,0,0,1,1,58a1b737-a876-4106-9732-68ee92533c86
3107,Shingles-slate,Slate shingles,SHSL,3021,86,0,0,1,0,0bae7f37-df23-4c37-889d-c517599ed619
3108,Slate shingles,Slate shingles,SHSL,3021,87,0,0,1,1,eab0b798-1111-480a-bfb5-cb2a02822f41
3109,Unspecified,Not specified by surveyor,UNSP,3021,88,1,0,1,1,a70d5d7d-40a6-4c9d-9ea8-7894efee5f8a
3110,Asphalt shingles,"Shingles, asphalt (or unspecified)",SHIN,3021,89,0,0,1,1,5352f432-693b-4d19-97c9-a060e0283746
3111,Shingles-asphalt,"Shingles, asphalt (or unspecified)",SHIN,3021,90,0,0,1,0,69f6a270-fdd0-4049-86e6-d27d935b1609
3112,Composition Board,Composition Board,COBD,3021,91,0,0,1,1,cb12e62d-f054-4ed3-91fa-b467e875b4e0
3113,Composition Roll,Rolled asphalt/Composition Roll,ROAS,3021,92,0,0,1,1,f7bdc456-ce38-4a65-a11e-eb156bbf044b
3114,Random Ashlar,Stone,STON,3021,93,0,0,1,0,1becf6fd-1361-4fc7-a0d2-600bb489e0fa
